name,city,city_slug,region,country,michelin_award,price,cuisines,telephone,url,description
酒说·今宴,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,粤菜,+86 20 3999 8583,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/the-eminent,餐厅由全新的厨师团队主理，主厨为地道广东人，擅于在经典粤菜中融入各地的特色食材，并按季节调整菜单。黄皮汁咕噜肉外脆内软，酸甜并重且带有果香，十分开胃。五指毛桃蒸石岐乳鸽软嫩多汁，甚是出色。除了炖汤，大部分海鲜也须提前预订。设有格调高雅的包厢，适合宴请聚餐。
闻见,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,海南菜,+86 20 6667 2008,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/wj-hainan-cuisine,墙上的当代艺术品，加上一侧仿照海南海滩常见的三角顶小屋设计，兼备艺术与海南风情。菜式同样是正宗海南风味，招牌菜白切文昌鸡选用的鸡只均来自自家农场，饲养180天，且以熟饲料喂养以保肠道健康，因此肉质尤佳；有更高要求的食客可提前两星期预订闻见定制文昌鸡，饲养期更长，味道更香浓。餐后更可到旁边的咖啡车品尝海南咖啡。
陶醉馆,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,时尚中国菜,+86 189 2993 0268,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/taozui-guan,<span><span><span>主打创意中国菜的陶醉馆以全国多个菜系的元素融合现代人口味，演变出一系列风味独特的菜式。厨师特意减少油盐，采用天然调味料，并加入常见天然材料作食材。招牌菜陶醉冲浪酸菜鱼由服务员在席前把滚汤倒进生鱼片上，营造冲浪效果，色香味俱全。海胆豆腐煲以大连海胆与鲜嫩豆腐同煮，同样值得一试。</span></span></span><br>
陶陶居 · 雅园,Guangzhou,guangzhou,Guangdong Province,中国内地,Selected,中档,粤菜,+86 20 8852 1688,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/tao-tao-ju-ya-yuan,作为集团中的高端品牌，坐落核心商业区。装潢以玫瑰金和橄榄绿作主调，加入岭南建筑元素，充满贵气。更设多个包厢供商务宴请或聚餐之用。由经验丰富的香港主厨带领，加上土生土长的点心师傅，炮制出多款传统粤菜、烧味和点心。推介每天限量供应十多只、皮爽肉嫩的白切葵花鸡，以及真材实料、味道鲜美的炖汤。
雀园 (开创大道),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,湘菜,+86 20 8229 9869,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/cheers-huangpu,(餐厅暂时关闭) 餐厅占地两层：一楼是气氛轻松的大厅；二楼则是适合宴请的豪华包间。两个楼层的菜单略有不同，包间供应更多以湖南稀有食材制作的菜肴，当中包括冰镇湘莲脆藕，以及极品樟树港辣椒。除了地道湘菜，亦提供由粤菜厨师主理的经典广东菜，和樟树港辣椒烧海参等创意菜。建议提前预订心仪菜式。
雅苑,Guangzhou,guangzhou,Guangdong Province,中国内地,Bib Gourmand,中档,粤菜,+86 20 8335 5808,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/ya-yuan,开业逾三十年，凭着地道广东菜受青睐，每天中午饭点前已有客人于门外等候。无论是煲仔饭、家常菜还是老火汤品，全都用料新鲜，摆盘亦富心思，可说是色香味美俱全。招牌菜葱油鸡选用清远鸡，肉质紧致嫩滑；餐后附送的中式糖水亦用料十足。室内环境整洁舒适，设有多个包厢。
靓姐南宁蒲庙生榨米粉 (英华街),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 186 8842 3426,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/liang-jie-nanning-pumiao-shengzha-mifen,<span><span><span><span><span><span>女东主祖籍南宁蒲庙，亦即生榨米粉的发源地。米粉每天新鲜现做，由制作米浆、放入布袋发酵至压榨全由东主一手包办；为保新鲜，每次只会少量制作，故需耐心等候。米粉佐以酸豆角、肉碎、油豆腐和各式卤水食物，可加汤或干拌进食，为迎合本地人口味，其味道比传统的酸度大减。亦可一试紫菜牛肉丸米粉和牛腩生榨米粉。</span></span></span></span></span></span>
韵轩,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,粤菜,+86 20 3705 6586,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/yun-pavilion,<span><span><span><span><span><span>餐室布置极富中国韵味，大至摆设，小至特别订制的龙泉青瓷，处处展露出设计师的心思。厨师团队坚持使用上乘时令食材，炮制传统粤菜，同时供应一些地方菜式，以照顾不同客人的需要。招牌菜有脆菌咸香鸡、生炒糯米饭。各款精致点心也值得一试，譬如荔蓉香酥带子以煎过的带子加入荔蓉盒，提升味道和新鲜感。</span></span></span></span></span></span>
风味,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,淮扬菜; 川菜,+86 20 8188 6968,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/flavors-of-china,<span><span><span>位于珠江河畔，所有座位均坐享临江景色。餐室环境极其优雅，设计采用大量琉璃装饰及艺术品，晶莹流淌，与美景互相辉映。菜单供应来自大江南北的特色佳肴，当中以精致细腻的淮扬菜，和麻辣鲜香的川菜为主。推荐糟香葵花鸡、响油鳝糊、砂锅辣子鸡、酸菜鱼等。三层高的酒柜确保好杯中物的客人也可尽兴。</span></span></span>
香港庙街煲仔饭,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粤菜,+86 20 8370 5983,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/temple-street,老板来自香港，以当地的街道名为餐厅取名，并在墙上展示香港老照片，以纪念自己的出生地。主营煲仔饭及汤品，前者为现点现做，口味选择近三十种。其中金牌腊味煲仔饭是这里的招牌，腊味油香浓郁，锅巴酥脆可口。除此之外，紫苏牛肉、沙爹洋葱牛肉等创意搭配也大受欢迎。小店人气极高，建议提前致电预订餐点。
馥,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,欧陆菜,+86 20 3705 6583,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/aroma-1196084,选材严谨，主厨经验丰富，菜单虽精简但满载可口味美的欧陆菜式。当中特别推介香煎鸭肝，饱满的鸭肝搭配无花果酱和波特酒酱汁，叫人回味无穷。中午供应经济实惠的午市套餐。餐厅拥有迷人城市景致，气氛轻松舒适，不妨携同家人好友前往，选择窗边座位以美景伴佳肴，享受完美用餐体验。
Sense,Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,ONE_STAR,奢华,创新菜,+86 175 5729 2077,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/sense-1216520,坐落在绮丽的湘湖边，落地窗让湖光水色尽收眼底。步入室内，迎面便是净白的厨房，高耸的穹顶下配置圆形岛台，陈列着主厨发酵和腌制的食材。套餐广泛使用中国本地食材，菜式不乏杭州地道元素，同时巧妙结合现代烹饪技法，演绎耳目一新。
一痕月,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,优质的,时尚中国菜,+86 571 8970 1688,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/la-lune,餐厅以复古吊灯衬托充满欧式风情的橱柜和镜框，透露着典雅情调。菜单把全国的食材和烹饪技法互相融合，充满创意。其中，酱香马鲛鱼将薄切鱼肉风干，配上富江南特色的酱汁，咸甜鲜香；江南文火小牛肉炖煮至胶质完全释放，值得推荐。茶单精挑细选，包含过百种中国茶，亦提供餐茶搭配。建议提早订位。
万丽轩 (临平),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,浙江菜,+86 571 8615 8666,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/wan-li,以具时尚感的戏曲照片、鸟笼形状的吊灯粉饰空间，搭配园林风格的门窗，布置饶富格调。菜品包罗了浙江各地的经典菜式，其中招牌卤鸭选用本地麻鸭，肉质细嫩，酱汁更带有香料芬芳，浓稠入味。手撕白水洋豆腐则豆香浓郁，以虾干等熬制的浓汤奶白鲜香，十分美味。部分菜式可按位点餐，服务细致。
三嚥阁,Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,Selected,奢华,创新菜,+86 571 8886 7888,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/la-villa-1206896,名字来自苏轼的诗词，坐落于西湖边的一座中式传统古宅之中，环境静谧且别具诗意，与室内的雅致装潢相映成趣。主厨将本地食材结合西式烹饪手法，同时融入创新风格，带来造型别致的菜式。仅在晚间提供服务，菜单内容按四季更换。备有丰富藏酒及专业侍酒服务，其茶饮配搭也相当不俗。建议提前预约。
临记老厨,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,负担得起的,浙江菜,+86 137 3806 9569,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/lin-ji-lao-chu,这家楼高两层的家常菜馆，经营逾二十年，是品尝桐庐农家菜的热门地方。一楼墙上展示着菜式名称和照片，方便客人点菜，店员也会帮忙推荐。每桌必点的千岛湖有机鱼二吃，包含鱼头汤和红烧鱼肉：呈奶白色的鱼头汤搭配嫩滑豆腐，十分鲜美；红烧鱼肉鲜辣可口。餐点分量大，宜呼朋引伴共享。
伍子面馆,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 183 3437 5200,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/wu-zi-mian-guan,(餐厅暂时关闭) 小店毗邻西湖，因价廉物美的杭帮面成为区内人气面馆。供应汤面和拌川，当中又以后者尤其受欢迎，细扁面条吸满汤汁却不失韧劲。老板对烹调浇头的火候及调味十分讲究，且坚持现点现炒。推荐咸甜可口的虾爆膳，锅气十足且配料丰富；猪肝和腰花炒成的肝腰浇头，外焦内嫩，突显老板的出色炒工。此外，也提供自制卤味或凉菜。
伙食 (西湖),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,拉丁美洲菜,+86 177 0640 9133,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/hotwoods,开放式厨房内配备熏箱和烤炉，以天然木头作燃料，用明火烤制出拉丁美洲风格烧烤，满屋飘香，尤以美国德州、巴西和阿根廷风格烤肉至为出色。推荐低温慢熏牛胸肉，肉质软嫩，烟熏味突出。烤猪肋排冰梅酱采用伊比利亚黑猪，腌得酸甜可口。烤凤梨是解腻的绝佳搭配。店内气氛轻松，酒水价格实惠，适合喝酒吃肉至深夜。
兰语食记,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,浙江菜,+86 180 6988 0295,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/lanxi-gourmet,(餐厅暂时关闭) 总店满江红大酒楼在兰溪已有数十年历史，此店是杭州唯一分店。为呈现家乡风味，老板坚持从兰溪采购新鲜食材。小吃鸡子粿外皮金黄酥脆，内馅融合土猪肉、兰溪香葱和蛋液，香气扑鼻。白辣椒小炒肉锅气十足，兼具肉香与辛香，令人食欲大开。设有大小包间，可提前预订菜品，天气好时不妨选坐户外用餐区。
兰轩,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,ONE_STAR,优质的,浙江菜,+86 571 8797 3776,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/hangzhou-house,餐厅位处山腰，恍若置身于世外桃源，静谧而美好。室内装潢富田园气息，洋溢农舍的氛围。菜单上尽是精致的浙江佳肴，更有不少菜式用上创新搭配，让人耳目一新。招牌菜蟹骨酱米粿，在传统蟹骨酱加入紫苏叶及米粿，美味且带来惊喜。部分菜肴需预订，如鲜鸡枞炖土鸡，菇菌鲜香又爽脆，值得回味再三。
南丰饭店,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,杭州菜,+86 137 5815 1118,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/nan-feng-fan-dian,餐厅布置朴素简约，凭借地道的萧山菜而闻名。不设纸质菜单，而是将大量本地应季食材陈列整齐，供顾客现场选择，也可请老板作搭配推荐。清蒸米鱼是每桌必点菜式，火候恰到好处，米鱼口感细嫩、味道鲜甜。白切鸡也是店内招牌，选用本地土鸡，肉质紧实有鸡味。店面不大但客人众多，建议订位或尽早前往。
叶马餐厅 (西湖),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,杭州菜,+86 571 8762 0571,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/hang-s-delicacy,邻近钱塘江、六和塔，一列落地玻璃窗令餐厅内环境光洁舒适。提供众多地道家常菜，当中更有一些具创意的菜式。其中肉饼蒸膏蟹香气浓郁，口感丰富，值得一试。菜式份量较大，不妨携同亲友一同到访，以品尝更多菜肴。餐厅十分受欢迎，经常座无虚席，由于不设订座，建议提早前往。
复兴面王 (河东路),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 152 5881 3500,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/fu-xing-mian-wang,茄汁拌川是必点的人气品项：番茄煮至软烂，包裹着根根面条，酸甜开胃，加上肉丝、豆干和韭黄，配料丰富。浇头现点现炒，品尝热气腾腾的好滋味，值得耐心等候。面条和猪油渣都可免费添加，后者能提升口感层次，与充满江浙特色的酥鱼同样值得一试。小店装潢简单，但极受欢迎，繁忙时段需要排队。
大头隐食小馆,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,杭州菜,+86 571 8606 3509,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/datou-yingshi-xiaoguan,位于创意园区内，以圆形景窗和盆栽妆点空间，环境雅致。主要提供杭帮菜，当中不少菜式加入厨师创意，如店家独创的河虾臭豆腐，两者互相提鲜，惹味且富特色。招牌菜石锅香芋艿以猪油渣同煮，入口粉糯油润，特别适合秋冬。红烧肉用自家酿制的青梅酒烹煮，值得一试。附近泊车位较少，建议乘公共交通前往。
天伦里 (西湖),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,优质的,杭州菜,+86 571 8106 0001,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/tian-lun-inn-xihu,餐厅以蟹馔闻名，菜单的拟定则以不时不食为原则，按时令挑选当造螃蟹，一年四季到访都有不同体验。当中，大闸蟹来自太湖，全都肉肥膏满，鲜味浓郁，简单清蒸已清甜无比。现点现做的点心蟹粉酥月同样出色，酥脆外皮包裹多汁的蟹粉和猪肉，叫人回味，值得等待。餐厅更提供拆蟹服务，方便客人品尝。
奎元馆 (解放路),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,负担得起的,浙江菜,+86 571 8702 9012,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/kui-yuan-guan-jiefang-road,杭州著名的百年老店，始于清朝1867年，店内随处可见名人题字，足见其悠久历史。来到此处，不可错过其面食，招牌片儿川以自制面条搭配猪腿肉片、竹笋和绿嫩雪菜，鲜甜美味，面香四溢。餐厅二楼能品尝到宁式鳝丝、三鲜烩鱼圆等浙江名菜。中午时段常见人潮，建议提前到访用餐。
好食堂1987 (文三路),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,杭州菜,+86 571 8999 0078,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/hao-shi-tang-1987-wensan-road,餐厅楼高三层，提供实惠又美味的地道杭帮菜，是名副其实的好食堂。不设固定菜单，客人可查看黑板上的推荐美食，当季的新鲜食材一目了然。招牌糖醋排骨炸得焦香酥脆，搭配酸甜适口的酱汁，非常开胃。自家制的甜酒酿带桂花清香，充满杭州特色。设有适合聚餐的包间，亦备有小份菜式，独膳也能享用美食。
如院,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,TWO_STARS,优质的,浙江菜,+86 571 8707 9088,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/ru-yuan,三层建筑隐于植物园的绿意间，设计结合宋代美学，营造出古朴风雅的用餐氛围。创始人兼主厨在保留杭帮菜精髓的同时融入个人风格，“食鱼寻蟹”的西湖醋鱼以及“以茶入馔”的龙井虾仁便是其功艺的展现。金牌扣肉以精巧的宝塔造型呈現，足见刀工之精湛，酱香和肉香的浓郁交织，是不可错过的经典之作。
宝中宝食府,Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,Bib Gourmand,中档,杭州菜,+86 571 8781 0887,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/bao-zhong-bao-shi-fu,这是杭州家喻户晓的家常菜馆，楼高两层，在尖峰时段需要排队或拼桌。海鲜菜式选择丰富，例如东海蛏子提供葱油和辣炒两种风味，前者葱香扑鼻，肉质饱满鲜嫩，值得一试。此外，招牌菜腰花王同样出色，冷吃的腰花淋上酸甜油润的酱汁，口感软嫩，开胃惹味。预订包间的客人需要提前排菜。
寻味江南,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,宁波菜,+86 151 5800 8902,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/xun-wei-jiang-nan,老板是厨师出身的宁波人，菜式主打地道宁波风味，也融入了杭州家常味道。餐厅以小海鲜为特色，每天从舟山、宁海、温州等地直送新鲜海产，并因应食材进货情况及时令而变动菜单内容。醉泥螺、宁波烤菜、咸几豆瓣炒蛤蜊等传统菜肴，味道出色。也提供预点名贵海鲜，当中推荐本塘姜汁蒸江鳗。
小劳馄饨,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,负担得起的,点心,+86 130 0362 8372,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/xiao-lao-hun-tun,小店位于鼓楼深处的小巷子里，门口挂有写着“馄饨王”的吊旗。馄饨均于店内手工包制，馅料都是当季食材，不论是蔬菜还是土猪肉均购自邻近市场，新鲜非常。老板娘还在馅料中加入黑芝麻，让肉汁满溢的馄饨更添香气。汤底则以雪白的虾米增鲜，再加上一勺猪油，呈现老杭州滋味。
庆春朴门,Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,Bib Gourmand,中档,素食,+86 571 8797 5777,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/qing-chun-perma,木结构建筑融合枯山水庭院设计，共构禅意浓厚的用餐环境。其素菜风味选择多元，选取时令和有机食材入馔，当中推荐口感幼滑的榛果糙米浆，是采用自然农法种植的稻米磨制。这里专设炭火煨汤的档口，尤以果木炭火煨榛果芡实牛蒡汤颇受欢迎。手工点心也值得尝试，例如有机石墨黑麦馄饨搭配自制辣油，充满特色。
德明饭店 (上城),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,杭州菜,+86 571 8608 0573,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/de-ming-fan-dian,占地两层，藏于民居的餐厅设有不少包间，进入大堂之后，就是陈列整齐的点单区，时令蔬菜、嘟嘟慢炖的煲仔，以及招牌河鲜菜式汇聚眼前，叫人垂涎。不妨试试酱爆鳝段，厨师用上大量葱和蒜头带出鳝鱼的鲜香。也不要错过招牌卤大肠，不但卤得入味，搭配秘制蘸料更别有一番风味。店家亦提供自家浸泡的药材酒和果酒。
悦轩,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,优质的,浙江菜,+86 571 8972 9700,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/dining-room-1199390,巨幅落地玻璃窗让食客直面钱江新城和钱塘江美景，加上四周的玻璃灯笼及屏风，装潢优雅，尽显江南韵味。主要供应浙江菜肴，招牌菜沉鱼落雁，是将煮至鲜美的燕窝酿入硕大鱼丸内，富有江南特色，值得一试。也推荐做工繁复的金牌扣肉，造型呈宝塔形状，精致非常。服务贴心，适合宴请及商务聚餐，建议提前订位。
新六和,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,中档,杭州菜,+86 571 8755 1483,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/xin-liu-he,六和品牌始创于1987年，主打杭州老菜，明档凉菜间置于大厅一隅，附设鱼池菜架展示食材，而菜单手写在白板上，并会推出隐藏时令菜式，不妨向店员查问。厨房团队精于料理浙江本地的江鲜河鲜，尤其是招牌菜花雕醉沼虾，酒的醇香与虾的鲜甜相得益彰。火腿蒸江鳗肉质丰腴、油香扑鼻，令人惊艳。
新荣记,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,ONE_STAR,优质的,台州菜,+86 571 8886 3777,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/xin-rong-ji-1199323,餐厅采用中式庭院设计，环境舒适，虽然位于较偏远的西溪国家湿地公园内，仍无阻饕客专程前往。招牌菜黄金脆带鱼肉质鲜美，脆皮妙龄鸽皮酥肉嫩多汁，两者皆叫人回味。河海鲜选择众多，建议查询最佳烹调方法。除了经典台州菜，也有少量杭州特色菜供应，包括软糯细腻的杭式卤大肠，咸甜中带微辣，味道出色。
方老大 (上城),Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,Bib Gourmand,负担得起的,面食,+86 156 5882 9023,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/fang-lao-da,老板出生于烹饪世家，家族三代都是厨师，他拜师苦练多年后，习得烧面的好手艺，所炮制的面条特别柔软。供应经典杭帮面，浇头都是现点现炒，真材实料，尤其推荐以新鲜猪腰煮成的腰花，脆嫩可口且无腥味。虾仁爆鳝茄汁拌川火候精准，鳝段脆弹微焦，搭配每日手剥的虾仁与招牌茄汁，口感丰富有层次。
无名氏面馆,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,负担得起的,面食,+86 187 6717 7503,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/wu-ming-mian-guan,餐厅名字随性，布置也不拘一格，顾客需要拼桌而坐、自取碗筷。供应多款面食，份量大且价格实惠，令客人络绎不绝。其面条口感偏硬，建议根据个人喜好请店家调整。每天限量供应的大排，口感酥软，带诱人葱香，十分推荐。现炒的猪肝和腰花浇头锅气十足，内里软嫩可口，同样值得一试。
暗香,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,ONE_STAR,奢华,时尚中国菜,+86 177 9983 6669,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/wild-yeast,主厨来自台州，主打海鲜菜肴，选用每天从家乡运抵的顶尖食材，炮制出精致的现代中餐。设有单一应季套餐和可供分享的单点菜单。除了家烧黄鱼和雪菜烧梅童鱼，秋季的咖喱沙茶蟹也别具风味，煎香的糯米糍搭配鲜甜蟹肉，加上香浓微辣的酱汁，层次丰富。酒单包含数千藏品，不妨请侍酒师推荐。
朴竺,Hangzhou,hangzhou_1027184,Zhe-jiang,中国内地,Selected,奢华,素食,+86 130 6788 8989,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/pu-zhu,位于香积寺旁边的独栋别院，一派江南水乡风格，布局悠闲别致。主厨搜罗全国各地的时令食材，以中西结合的烹饪手法呈现精致素食。仅提供两款套餐，一是包含受欢迎菜式的经典菜单，或是每季更新的季节菜单，均须预订。海蓬菜冬瓜汤选用山东海蓬菜，与小冬瓜等蔬菜慢炖两小时而成，咸鲜中透着一丝清甜，层次丰富。
来翠面馆 (集贸路),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 158 2445 0400,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/lai-cui-mian-guan-ji-mao-road,开业逾十年，主打汤面和拌川，面条以纯手工擀制，外形弯弯曲曲，具有弹性和嚼劲。配料选择多样，其中肝腰拌川不得不试，猪腰和猪肝皆为鲜货，现点现炒，镬气十足，嫰而不柴，搭配青菜、洋葱和蒜叶等拌料，额外丰富。虽然价格相对一般面馆稍高，但分量大而且用料充足，经常满座。
桂语家面,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,负担得起的,面食,+86 191 0685 0107,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/gui-yu-jia-mian-xihu,餐厅位于满觉陇景区，每逢秋季漫天桂花，因而取名。装潢采极简设计风格，颇有禅意。店家主打手工面条，口感柔软顺滑，能吸满汤汁。推荐泉水牛肉面，选用上等牛腱肉，泡椒汤底咸鲜微辣，十分开胃。同时供应当季小菜和卤味，如清脆多汁的油焖春笋；点心定胜糕以手工制作，软糯香甜，值得一试。
桂语山房 (西湖),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,ONE_STAR,优质的,浙江菜,+86 571 8797 7677,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/guiyu,餐厅坐落于西湖附近的满觉陇，因桂树满山而得名。店内陈设古朴素雅，用餐期间，茶师会为每一桌演绎传统点茶，带来一室茶香。厨师选取来自全国的时令食材诠译浙江菜，例如九曲红梅脆皮鸡采用广东清远鸡，以杭州红茶腌渍烟熏，皮脆肉嫩且带温润茶香。用咸菜笋丝烹制的河鲜也值得一试。秋季到访不妨在庭园用餐，细赏漫山桂花。
武林坊,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,杭州菜,+86 571 8515 9048,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/wulin,藏身小巷之中，凭着独树一帜的特色杭帮菜，加上亲民的服务和价格，得到不少客人支持。招牌熟醉虾选用肉质饱满紧实的沼虾，酱汁酒香浓郁且回甘。土烧黄鱼年糕以豆瓣酱和猪肉片同烧，家常但美味。羊肉的做法多样，白切、清汤、红烧、椒盐等各有风味，冬季不妨一试。包间需要提前预定。
水墨徽 (上城),Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,中档,徽菜,+86 571 8697 7809,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/shui-mo-hui,餐厅精心打造了一个乡村小院，放上木制阳棚和小板凳，特色干货陈列整齐，还挂着腊肉腊鸭，古朴而惬意。老板和厨师来自安徽，许多食材都是从家乡运来，例如在黄山发酵的臭鳜鱼、山里的野蕨菜、油润的刀板香等，将地道风味带到杭州。也提供安徽手工点心，例如绩溪挞粿、三河米饺，特色满满。
水漾,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,优质的,浙江菜,+86 571 8235 2226,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/shuiyang,餐厅位于湘湖观景区的酒店内，附近环境优美，景色迷人，吸引不少酒店住客和观光客到访，午餐时段尤其繁忙。主要供应传统的浙江菜和杭帮菜，在这里也可尝到萧山农家菜。千岛湖鱼头有多款烹调方法，适合多人分享，嫩滑鲜美，虽制作需时但值得等待。农家蒸双臭风味独特，也值得一试。
江南渔哥,Hangzhou,hangzhou_1027184,Zhe-jiang,中国大陆地区,Selected,优质的,宁波菜,+86 571 8996 9261,https://guide.michelin.com/en/zhe-jiang/hangzhou_1027184/restaurant/jiang-nan-yu-ge,位于历史悠久的小巷中，邻近河坊街和鼓楼。提供地道宁波菜，并以海鲜菜式为主，调味偏向浓郁。不设固定菜单，食客只需要告知预算，厨房便会根据当天最新鲜的食材安排菜式。糟骨头蒸膏蟹为招牌菜，用料新鲜，风味独特。店家亦有提供自酿的黄酒和十年花雕，与咸鲜的菜肴十分匹配。餐室以包间为主，建议提前订位。
